"gene","mean_cnv","chr","start","stop","alteration","mean_solid","mean_ascites","solid_status","ascites_status","shared","site_specific"
"HERC5",0.976659245601594,"chr4",88457119,88506163,"Neutral",0.978019731470113,0.972367688276563,"Neutral","Neutral",FALSE,FALSE
"FAM13A",0.976455189771707,"chr4",88725955,89111398,"Neutral",0.977844785109291,0.972071808666592,"Neutral","Neutral",FALSE,FALSE
"GPRIN3",0.976245827762483,"chr4",89236383,89307800,"Neutral",0.977675736704806,0.971735280216526,"Neutral","Neutral",FALSE,FALSE
"BMPR1B",0.976381330317123,"chr4",94757955,95158448,"Neutral",0.977826857589758,0.971821515842778,"Neutral","Neutral",FALSE,FALSE
"DAPP1",0.976351361814681,"chr4",99816827,99870190,"Neutral",0.977817586578461,0.971726258555067,"Neutral","Neutral",FALSE,FALSE
"SLC39A8",0.976395659049978,"chr4",102251080,102431258,"Neutral",0.97790356378604,0.971639079238868,"Neutral","Neutral",FALSE,FALSE
"NFKB1",0.976397541516521,"chr4",102501330,102617302,"Neutral",0.977942929090366,0.971522724720541,"Neutral","Neutral",FALSE,FALSE
"CENPE",0.976507476873409,"chr4",103105349,103198445,"Neutral",0.97813067147603,0.97138722325812,"Neutral","Neutral",FALSE,FALSE
"SGMS2",0.976646253158601,"chr4",107824563,107915047,"Neutral",0.978309459867698,0.971399784157612,"Neutral","Neutral",FALSE,FALSE
"RPL34",0.976741526201274,"chr4",108620569,108630412,"Neutral",0.978457684961814,0.971328023665053,"Neutral","Neutral",FALSE,FALSE
"PLA2G12A",0.977187842841842,"chr4",109709989,109730070,"Neutral",0.978934231161115,0.971678983281184,"Neutral","Neutral",FALSE,FALSE
"CFI",0.977461262963077,"chr4",109731008,109802150,"Neutral",0.979221102697604,0.971909971855721,"Neutral","Neutral",FALSE,FALSE
"ELOVL6",0.977877216540762,"chr4",110045846,110199199,"Neutral",0.979642749417441,0.97230796681548,"Neutral","Neutral",FALSE,FALSE
"TIFA",0.978117993218825,"chr4",112272968,112285955,"Neutral",0.979919252759918,0.972436046234487,"Neutral","Neutral",FALSE,FALSE
"USP53",0.978476039434039,"chr4",119212587,119295518,"Neutral",0.980310962799942,0.972687902273609,"Neutral","Neutral",FALSE,FALSE
"MAD2L1",0.978738729710838,"chr4",120055623,120066858,"Neutral",0.980614012496377,0.97282328158968,"Neutral","Neutral",FALSE,FALSE
"CCNA2",0.979033133387239,"chr4",121816444,121823883,"Neutral",0.980930725693487,0.973047311446527,"Neutral","Neutral",FALSE,FALSE
"SPRY1",0.979156658407295,"chr4",123396795,123403760,"Neutral",0.981115427135181,0.972977859731968,"Neutral","Neutral",FALSE,FALSE
"SLC7A11",0.979235555231524,"chr4",138164097,138242349,"Neutral",0.981270965530516,0.972814996091431,"Neutral","Neutral",FALSE,FALSE
"CLGN",0.979355545969942,"chr4",140388453,140427661,"Neutral",0.981479465474616,0.972655790743535,"Neutral","Neutral",FALSE,FALSE
"RNF150",0.979417074295201,"chr4",140859807,141212877,"Neutral",0.981660182461121,0.972341346790015,"Neutral","Neutral",FALSE,FALSE
"INPP4B",0.979534667449022,"chr4",142023160,142847432,"Neutral",0.981830185025592,0.972293618130959,"Neutral","Neutral",FALSE,FALSE
"SMAD1",0.979732346410026,"chr4",145481194,145559176,"Neutral",0.982125581239868,0.972183054864856,"Neutral","Neutral",FALSE,FALSE
"PRMT9",0.979847843116456,"chr4",147637785,147684163,"Neutral",0.98234489597128,0.971971064887378,"Neutral","Neutral",FALSE,FALSE
"RPS3A",0.98033220900234,"chr4",151099624,151104642,"Neutral",0.982865925319389,0.972339778451166,"Neutral","Neutral",FALSE,FALSE
"TRIM2",0.980839987610094,"chr4",153152163,153339319,"Neutral",0.983380374284063,0.972826515885497,"Neutral","Neutral",FALSE,FALSE
"TLR2",0.981179669396635,"chr4",153684070,153706260,"Neutral",0.983747842676247,0.97307854677191,"Neutral","Neutral",FALSE,FALSE
"MAP9",0.981755223119534,"chr4",155342658,155376970,"Neutral",0.984364064978238,0.973525814312248,"Neutral","Neutral",FALSE,FALSE
"GUCY1B1",0.982253575883476,"chr4",155758992,155807811,"Neutral",0.98487606259392,0.973981125347654,"Neutral","Neutral",FALSE,FALSE
"PDGFC",0.982674724766076,"chr4",156760454,156971799,"Neutral",0.985284701964301,0.974441734609837,"Neutral","Neutral",FALSE,FALSE
"FNIP2",0.983033616880643,"chr4",158769026,158908050,"Neutral",0.985681036366878,0.974682517650954,"Neutral","Neutral",FALSE,FALSE
"NAF1",0.983464188562084,"chr4",163110073,163166890,"Neutral",0.986149669243759,0.974993027958832,"Neutral","Neutral",FALSE,FALSE
"MSMO1",0.983806911712217,"chr4",165327667,165343164,"Neutral",0.986503717554358,0.975300026683978,"Neutral","Neutral",FALSE,FALSE
"CPE",0.984143650986082,"chr4",165361194,165498547,"Neutral",0.98684899629546,0.975609828806915,"Neutral","Neutral",FALSE,FALSE
"DDX60L",0.984362935513116,"chr4",168356735,168537786,"Neutral",0.987131748181783,0.975628909997069,"Neutral","Neutral",FALSE,FALSE
"PALLD",0.984690578191592,"chr4",168497052,168928457,"Neutral",0.98750665306816,0.975807467353008,"Neutral","Neutral",FALSE,FALSE
"HMGB2",0.984877722272815,"chr4",173331376,173334432,"Neutral",0.987727499635758,0.975888299302941,"Neutral","Neutral",FALSE,FALSE
"SAP30",0.985167429205943,"chr4",173369969,173377532,"Neutral",0.988016489479595,0.976180268243982,"Neutral","Neutral",FALSE,FALSE
"HPGD",0.985586853391994,"chr4",174490175,174523154,"Neutral",0.988461499203608,0.976518984643648,"Neutral","Neutral",FALSE,FALSE
"CENPU",0.986088042960495,"chr4",184694085,184734130,"Neutral",0.988959724290252,0.977029525462403,"Neutral","Neutral",FALSE,FALSE
"ACSL1",0.986480408175522,"chr4",184755595,184826818,"Neutral",0.989374546508739,0.977351051633875,"Neutral","Neutral",FALSE,FALSE
"SLC25A4",0.98726246732025,"chr4",185143266,185150382,"Neutral",0.990184638199835,0.978044684075699,"Neutral","Neutral",FALSE,FALSE
"ANKRD37",0.987866959447409,"chr4",185396021,185400628,"Neutral",0.990825035073294,0.978535917196973,"Neutral","Neutral",FALSE,FALSE
"SORBS2",0.988629386010221,"chr4",185585444,185956652,"Neutral",0.991558495021138,0.979389716916629,"Neutral","Neutral",FALSE,FALSE
"FAT1",0.989294752782797,"chr4",186587794,186726722,"Neutral",0.992205220489675,0.980113886376351,"Neutral","Neutral",FALSE,FALSE
"PLEKHG4B",0.98807459020247,"chr5",92168,189972,"Neutral",0.98794126085897,0.988495168272396,"Neutral","Neutral",FALSE,FALSE
"TRIP13",0.987541068437259,"chr5",892884,919357,"Neutral",0.987361763825699,0.988106672268186,"Neutral","Neutral",FALSE,FALSE
"MIR4458HG",0.98689024101382,"chr5",8450701,8486930,"Neutral",0.986681685342442,0.987548115262934,"Neutral","Neutral",FALSE,FALSE
"SNHG18",0.986050498713498,"chr5",9546170,9550725,"Neutral",0.985841661640901,0.986709260623037,"Neutral","Neutral",FALSE,FALSE
"CMBL",0.985156180994527,"chr5",10275875,10307902,"Neutral",0.984878873583618,0.986030927787651,"Neutral","Neutral",FALSE,FALSE
"ANKRD33B",0.984242417982223,"chr5",10564070,10657816,"Neutral",0.983912030082223,0.985284603458133,"Neutral","Neutral",FALSE,FALSE
"OTULINL",0.983090978400262,"chr5",14581792,14616180,"Neutral",0.982768206854378,0.984109138620889,"Neutral","Neutral",FALSE,FALSE
"ANKH",0.982095675664393,"chr5",14704800,14871778,"Neutral",0.981789894874161,0.983060239737082,"Neutral","Neutral",FALSE,FALSE
"MYO10",0.981250471269389,"chr5",16661907,16936288,"Neutral",0.980907577820338,0.982332104623348,"Neutral","Neutral",FALSE,FALSE
"BASP1",0.980233682425091,"chr5",17065598,17276843,"Neutral",0.979845570503193,0.981457954282593,"Neutral","Neutral",FALSE,FALSE
"CDH6",0.979436013517306,"chr5",31193686,31329146,"Neutral",0.979014065181386,0.980767019971475,"Neutral","Neutral",FALSE,FALSE
"PDZD2",0.978569094070391,"chr5",31639131,32110932,"Neutral",0.978111652198964,0.980012062394818,"Neutral","Neutral",FALSE,FALSE
"RAI14",0.977706299297045,"chr5",34656328,34832612,"Neutral",0.977286867321631,0.979029368068355,"Neutral","Neutral",FALSE,FALSE
"IL7R",0.976678431954869,"chr5",35852695,35879603,"Neutral",0.976227595250016,0.978100564744248,"Neutral","Neutral",FALSE,FALSE
"SLC1A3",0.976285324537325,"chr5",36596588,36688334,"Neutral",0.975870441941707,0.977594042608899,"Neutral","Neutral",FALSE,FALSE
"LIFR",0.976113106092683,"chr5",38474668,38608354,"Neutral",0.97568577683106,0.977461086299871,"Neutral","Neutral",FALSE,FALSE
"OSMR",0.975909325420088,"chr5",38845858,38945596,"Neutral",0.975399008044017,0.977519085818227,"Neutral","Neutral",FALSE,FALSE
"DAB2",0.975673855671373,"chr5",39371675,39462300,"Neutral",0.975103610494055,0.977472654118617,"Neutral","Neutral",FALSE,FALSE
"PTGER4",0.975690830547024,"chr5",40679915,40693735,"Neutral",0.97509930413565,0.977556759155639,"Neutral","Neutral",FALSE,FALSE
"RPL37",0.975909047579088,"chr5",40825262,40835222,"Neutral",0.975307000554456,0.977808162724908,"Neutral","Neutral",FALSE,FALSE
"OXCT1",0.975834595639864,"chr5",41730065,41870425,"Neutral",0.975199515798133,0.977837910492175,"Neutral","Neutral",FALSE,FALSE
"SELENOP",0.97581675155921,"chr5",42799880,42887392,"Neutral",0.97515646375453,0.977899583163986,"Neutral","Neutral",FALSE,FALSE
"HMGCS1",0.975705507258935,"chr5",43287470,43313512,"Neutral",0.974979862407955,0.977994503085835,"Neutral","Neutral",FALSE,FALSE
"CCL28",0.975360860456498,"chr5",43376645,43412391,"Neutral",0.974595072907273,0.977776483611686,"Neutral","Neutral",FALSE,FALSE
"ITGA2",0.974955142751484,"chr5",52989340,53094779,"Neutral",0.974144081279294,0.977513579323725,"Neutral","Neutral",FALSE,FALSE
"FST",0.974420408546855,"chr5",53480626,53487134,"Neutral",0.973546328235837,0.977177633629613,"Neutral","Neutral",FALSE,FALSE
"GZMK",0.97400827835445,"chr5",55024256,55034570,"Neutral",0.973158707443613,0.976688190252034,"Neutral","Neutral",FALSE,FALSE
"GZMA",0.973819822110743,"chr5",55102646,55110252,"Neutral",0.973023563576352,0.976331563853129,"Neutral","Neutral",FALSE,FALSE
"GPX8",0.974443534610883,"chr5",55160167,55167297,"Neutral",0.973710474078805,0.976755922684093,"Neutral","Neutral",FALSE,FALSE
"IL6ST",0.975126731719281,"chr5",55935095,55995022,"Neutral",0.974444978860917,0.977277273331565,"Neutral","Neutral",FALSE,FALSE
"PLK2",0.97566370967481,"chr5",58453982,58460139,"Neutral",0.975027337591337,0.977671100813132,"Neutral","Neutral",FALSE,FALSE
"GAPT",0.975890333365813,"chr5",58491435,58497090,"Neutral",0.975321277164949,0.97768538127016,"Neutral","Neutral",FALSE,FALSE
"PART1",0.976274457978822,"chr5",60487713,60548813,"Neutral",0.975794760888063,0.977787628832913,"Neutral","Neutral",FALSE,FALSE
"ZSWIM6",0.976503742037918,"chr5",61332258,61546172,"Neutral",0.976054977451213,0.977919338475821,"Neutral","Neutral",FALSE,FALSE
"CENPK",0.976803801873813,"chr5",65517766,65563168,"Neutral",0.976442916895665,0.977942188245407,"Neutral","Neutral",FALSE,FALSE
"SGTB",0.977117469081344,"chr5",65665928,65723035,"Neutral",0.976830560432559,0.978022502306462,"Neutral","Neutral",FALSE,FALSE
"NLN",0.977581955270466,"chr5",65722205,65871725,"Neutral",0.977378367329089,0.978224159163446,"Neutral","Neutral",FALSE,FALSE
"MAST4",0.97785988916514,"chr5",66596380,67169593,"Neutral",0.977744706767289,0.978223223966812,"Neutral","Neutral",FALSE,FALSE
"CCNB1",0.978052355016194,"chr5",69167135,69178245,"Neutral",0.978034842320283,0.978107597588099,"Neutral","Neutral",FALSE,FALSE
"CENPH",0.977892875147401,"chr5",69189574,69210357,"Neutral",0.977981905815829,0.9776120341434,"Neutral","Neutral",FALSE,FALSE
"OCLN",0.977769673142297,"chr5",69492292,69558104,"Neutral",0.977967182415089,0.97714664398336,"Neutral","Neutral",FALSE,FALSE
"NAIP",0.977609755511047,"chr5",70968166,71025339,"Neutral",0.977917543980187,0.976638858355948,"Neutral","Neutral",FALSE,FALSE
"MAP1B",0.977399694470135,"chr5",72107234,72209565,"Neutral",0.977840424748425,0.976009441695062,"Neutral","Neutral",FALSE,FALSE
"FCHO2",0.976954506564449,"chr5",72956041,73090522,"Neutral",0.97748237391188,0.975289386011616,"Neutral","Neutral",FALSE,FALSE
"ARHGEF28",0.97653877760429,"chr5",73626158,73941993,"Neutral",0.977146611498262,0.974621408184702,"Neutral","Neutral",FALSE,FALSE
"ENC1",0.97594245154501,"chr5",74627406,74641424,"Neutral",0.976645183220938,0.973725733722982,"Neutral","Neutral",FALSE,FALSE
"HEXB",0.975342652927539,"chr5",74640023,74722647,"Neutral",0.976148925692177,0.97279932199767,"Neutral","Neutral",FALSE,FALSE
"IQGAP2",0.974793553972824,"chr5",76403285,76708132,"Neutral",0.975726847861758,0.971849543808408,"Neutral","Neutral",FALSE,FALSE
"LHFPL2",0.974482953949509,"chr5",78485215,78770021,"Neutral",0.975502880319098,0.971265667696351,"Neutral","Neutral",FALSE,FALSE
"DHFR",0.974303455987486,"chr5",80626226,80654983,"Neutral",0.975454878677887,0.970671373806007,"Neutral","Neutral",FALSE,FALSE
"RPS23",0.973940456467177,"chr5",82273320,82278396,"Neutral",0.975220808732086,0.96990167497871,"Neutral","Neutral",FALSE,FALSE
"VCAN",0.973544408027475,"chr5",83471618,83582303,"Neutral",0.974901390513654,0.969263901876506,"Neutral","Neutral",FALSE,FALSE
"MEF2C",0.973451889606316,"chr5",88717117,88904257,"Neutral",0.974926148404216,0.968801443549123,"Neutral","Neutral",FALSE,FALSE
"ARRDC3",0.973746412972323,"chr5",91368631,91383317,"Neutral",0.975332848763449,0.96874211245172,"Neutral","Neutral",FALSE,FALSE
"NR2F1",0.974095443764124,"chr5",93583222,93594611,"Neutral",0.975831313090886,0.96861976562814,"Neutral","Neutral",FALSE,FALSE
"RHOBTB3",0.974261917496519,"chr5",95713522,95824383,"Neutral",0.976172436955843,0.968235317757408,"Neutral","Neutral",FALSE,FALSE
"GLRX",0.97453349800302,"chr5",95751319,95822726,"Neutral",0.976577265950533,0.968086575246397,"Neutral","Neutral",FALSE,FALSE
"ELL2",0.975110171941653,"chr5",95885098,95961851,"Neutral",0.97725793574149,0.968335201557237,"Neutral","Neutral",FALSE,FALSE
"LIX1",0.975643461704373,"chr5",97091867,97142753,"Neutral",0.977886423356189,0.968568196367658,"Neutral","Neutral",FALSE,FALSE
"ST8SIA4",0.976271032982425,"chr5",100806933,100903282,"Neutral",0.978606723368923,0.968903261350884,"Neutral","Neutral",FALSE,FALSE
"PAM",0.977070787722808,"chr5",102753981,103029730,"Neutral",0.979422382029237,0.96965284829044,"Neutral","Neutral",FALSE,FALSE
"EFNA5",0.977788333516714,"chr5",107376894,107670937,"Neutral",0.980216395662455,0.970129181644352,"Neutral","Neutral",FALSE,FALSE
"NREP",0.978441178973941,"chr5",111662621,111997464,"Neutral",0.980964881842087,0.970480335145558,"Neutral","Neutral",FALSE,FALSE
"CCDC112",0.978949599922869,"chr5",115267190,115296693,"Neutral",0.981537554578526,0.970786078333753,"Neutral","Neutral",FALSE,FALSE
"SNX24",0.979547507590598,"chr5",122843439,123029354,"Neutral",0.982163115611268,0.971296755399586,"Neutral","Neutral",FALSE,FALSE
"PPIC",0.979960469166458,"chr5",123023250,123036725,"Neutral",0.982638362860445,0.971513241184147,"Neutral","Neutral",FALSE,FALSE
"ZNF608",0.980273412198345,"chr5",124636913,124748807,"Neutral",0.9830222806801,0.971602299222159,"Neutral","Neutral",FALSE,FALSE
"GRAMD2B",0.980407619813238,"chr5",126360132,126496494,"Neutral",0.983249649850942,0.97144263523787,"Neutral","Neutral",FALSE,FALSE
"ALDH7A1",0.980495707805304,"chr5",126531200,126595362,"Neutral",0.983395912975815,0.971347213850601,"Neutral","Neutral",FALSE,FALSE
"LMNB1",0.980389627457475,"chr5",126776623,126837020,"Neutral",0.983425824358439,0.970812157119791,"Neutral","Neutral",FALSE,FALSE
"SLC12A2",0.980173238749348,"chr5",128083766,128189677,"Neutral",0.983309165952727,0.970281176162112,"Neutral","Neutral",FALSE,FALSE
"P4HA2",0.980015866977394,"chr5",132190147,132295315,"Neutral",0.983276305199181,0.969731043108726,"Neutral","Neutral",FALSE,FALSE
"PDLIM4",0.979918435450886,"chr5",132257696,132273454,"Neutral",0.983337856966623,0.969132109923508,"Neutral","Neutral",FALSE,FALSE
"TCF7",0.979752817496751,"chr5",134114681,134151865,"Neutral",0.983325575778619,0.968482801886947,"Neutral","Neutral",FALSE,FALSE
"PITX1",0.979776639981506,"chr5",135027734,135034813,"Neutral",0.983493815924905,0.968051068979653,"Neutral","Neutral",FALSE,FALSE
"TGFBI",0.979741522146846,"chr5",136028988,136063818,"Neutral",0.98356955814589,0.967666250868889,"Neutral","Neutral",FALSE,FALSE
"EGR1",0.979976045891672,"chr5",138465479,138469303,"Neutral",0.983944197597497,0.967458789436435,"Neutral","Neutral",FALSE,FALSE
"MZB1",0.980089616652819,"chr5",139387467,139390081,"Neutral",0.984104260702665,0.967425703356696,"Neutral","Neutral",FALSE,FALSE
"CXXC5",0.980065893250805,"chr5",139647299,139683882,"Neutral",0.984089325445541,0.967374258367529,"Neutral","Neutral",FALSE,FALSE
"CYSTM1",0.979530127141506,"chr5",140175156,140282052,"Neutral",0.983646038876265,0.966546772030489,"Neutral","Neutral",FALSE,FALSE
"HBEGF",0.978768374800501,"chr5",140332843,140346603,"Neutral",0.983028270658564,0.96533083186339,"Neutral","Neutral",FALSE,FALSE
"CD14",0.978055727372824,"chr5",140631728,140633700,"Neutral",0.982441634926039,0.964220689374661,"Neutral","Neutral",FALSE,FALSE
"PCDH1",0.977757265795678,"chr5",141853090,141879246,"Neutral",0.982205964620068,0.963724157133206,"Neutral","Neutral",FALSE,FALSE
"PPP2R2B",0.977313302185469,"chr5",146580742,147084784,"Neutral",0.981869851108598,0.962939987945007,"Neutral","Neutral",FALSE,FALSE
"DPYSL3",0.976908485078374,"chr5",147390808,147510068,"Neutral",0.981611691336098,0.962072550554147,"Neutral","Neutral",FALSE,FALSE
"PPARGC1B",0.976340753166177,"chr5",149730298,149855022,"Neutral",0.981202369923266,0.961005123823619,"Neutral","Neutral",FALSE,FALSE
"SLC26A2",0.975749254821205,"chr5",149960758,149993455,"Neutral",0.980728802840416,0.960041619577283,"Neutral","Neutral",FALSE,FALSE
"CSF1R",0.97512660250318,"chr5",150053291,150113372,"Neutral",0.980242175289532,0.958989886664365,"Neutral","Neutral",FALSE,FALSE
"TCOF1",0.974644735743106,"chr5",150357629,150400308,"Neutral",0.97990930357168,0.95803802548565,"Neutral","Neutral",FALSE,FALSE
"CD74",0.974239347326565,"chr5",150401637,150412969,"Neutral",0.979653266414624,0.957161518988078,"Neutral","Neutral",FALSE,FALSE
"RPS14",0.974628208279739,"chr5",150442635,150449739,"Neutral",0.979966083394905,0.957790255324338,"Neutral","Neutral",FALSE,FALSE
"GPX3",0.97495478173407,"chr5",151020591,151028988,"Neutral",0.980239429793306,0.958284729796276,"Neutral","Neutral",FALSE,FALSE
"CCDC69",0.975166907712485,"chr5",151181052,151224093,"Neutral",0.980443476876134,0.958522340084628,"Neutral","Neutral",FALSE,FALSE
"GM2A",0.975513307823645,"chr5",151212150,151270440,"Neutral",0.980763156136353,0.958953029247401,"Neutral","Neutral",FALSE,FALSE
"SPARC",0.976000063939397,"chr5",151661096,151686975,"Neutral",0.981210126315271,0.959565287312565,"Neutral","Neutral",FALSE,FALSE
"HAVCR2",0.976474385332915,"chr5",157085422,157142869,"Neutral",0.981652857670172,0.96013925726897,"Neutral","Neutral",FALSE,FALSE
"PTTG1",0.977099604604144,"chr5",160421855,160428739,"Neutral",0.982243573479333,0.960873315293181,"Neutral","Neutral",FALSE,FALSE
"HMMR",0.977779655339011,"chr5",163460203,163491941,"Neutral",0.982852299266733,0.961778355576151,"Neutral","Neutral",FALSE,FALSE
"WWC1",0.978382598207239,"chr5",168291645,168472303,"Neutral",0.983426239570826,0.962472785000352,"Neutral","Neutral",FALSE,FALSE
"SPDL1",0.978663585764958,"chr5",169583636,169604778,"Neutral",0.983745337954845,0.962633554627436,"Neutral","Neutral",FALSE,FALSE
"DOCK2",0.978911092818938,"chr5",169637268,170083382,"Neutral",0.984042508450116,0.962724401836437,"Neutral","Neutral",FALSE,FALSE
"LCP2",0.979519283672911,"chr5",170246233,170297815,"Neutral",0.984676937767981,0.963249825294935,"Neutral","Neutral",FALSE,FALSE
"NPM1",0.980426974939785,"chr5",171387116,171411810,"Neutral",0.985604008798614,0.964096384455229,"Neutral","Neutral",FALSE,FALSE
"FGF18",0.980805137527584,"chr5",171419647,171457626,"Neutral",0.98602096166496,0.9643521858279,"Neutral","Neutral",FALSE,FALSE
"DUSP1",0.980895565906715,"chr5",172768096,172771195,"Neutral",0.986219923663945,0.964100252509583,"Neutral","Neutral",FALSE,FALSE
"STC2",0.981422454795952,"chr5",173314723,173328447,"Neutral",0.986696514656953,0.964785802587436,"Neutral","Neutral",FALSE,FALSE
"CPEB4",0.981937382869777,"chr5",173888349,173961980,"Neutral",0.987202381747177,0.965329312899011,"Neutral","Neutral",FALSE,FALSE
"NOP16",0.982561937058084,"chr5",176383946,176388927,"Neutral",0.98784643078058,0.96589237196472,"Neutral","Neutral",FALSE,FALSE
"PRR7",0.982989508566551,"chr5",177446445,177456286,"Neutral",0.988324988146745,0.966159112158333,"Neutral","Neutral",FALSE,FALSE
"DBN1",0.983177464309143,"chr5",177456608,177474401,"Neutral",0.988547788247124,0.96623715381629,"Neutral","Neutral",FALSE,FALSE
"PDLIM7",0.983199939230712,"chr5",177483394,177497606,"Neutral",0.98859253349829,0.966189378543919,"Neutral","Neutral",FALSE,FALSE
"COL23A1",0.982978718339517,"chr5",178237476,178590393,"Neutral",0.988404947438762,0.96586205893347,"Neutral","Neutral",FALSE,FALSE
"LTC4S",0.982771796935684,"chr5",179793980,179796647,"Neutral",0.988239990189112,0.965522764546251,"Neutral","Neutral",FALSE,FALSE
"RNF130",0.982694066983687,"chr5",179911651,180072113,"Neutral",0.988194029912595,0.965344819379468,"Neutral","Neutral",FALSE,FALSE
"BTNL9",0.982909056321094,"chr5",181040225,181061521,"Neutral",0.988474548717065,0.965353100605543,"Neutral","Neutral",FALSE,FALSE
"RACK1",0.983046787431964,"chr5",181236897,181248096,"Neutral",0.988688164632327,0.96525145841921,"Neutral","Neutral",FALSE,FALSE
"FOXQ1",0.91499589710523,"chr6",1312098,1314758,"Loss",0.923796365064486,0.887235437692747,"Loss","Loss",TRUE,FALSE
"FOXC1",0.91097451646477,"chr6",1609915,1613897,"Loss",0.9201499006442,0.882031410111078,"Loss","Loss",TRUE,FALSE
"SERPINB9",0.907555864817111,"chr6",2887270,2903309,"Loss",0.916972806283555,0.877850782930641,"Loss","Loss",TRUE,FALSE
"TUBB2A",0.9047903552815,"chr6",3153497,3157544,"Loss",0.914505076601443,0.874145947716534,"Loss","Loss",TRUE,FALSE
"TUBB2B",0.902172167353551,"chr6",3223324,3231730,"Loss",0.912259335249547,0.870352903166678,"Loss","Loss",TRUE,FALSE
"PXDC1",0.899537908443672,"chr6",3722614,3751713,"Loss",0.909934023667704,0.866744091562526,"Loss","Loss",TRUE,FALSE
"F13A1",0.896868773104852,"chr6",6144084,6321013,"Loss",0.907608626583532,0.862990657989695,"Loss","Loss",TRUE,FALSE
"LY86",0.894544264562393,"chr6",6588108,6654983,"Loss",0.905543765527771,0.859847109647376,"Loss","Loss",TRUE,FALSE
"DSP",0.892380220216247,"chr6",7541338,7586714,"Loss",0.903654962443039,0.856814836031889,"Loss","Loss",TRUE,FALSE
"TFAP2A",0.889119362782744,"chr6",10393186,10419659,"Loss",0.900606847171514,0.85288289835808,"Loss","Loss",TRUE,FALSE
"GCNT2",0.885960948146261,"chr6",10492223,10629368,"Loss",0.897690423245479,0.848961140984969,"Loss","Loss",TRUE,FALSE
"NEDD9",0.883059067472447,"chr6",11183298,11382348,"Loss",0.89502998091772,0.8452976599693,"Loss","Loss",TRUE,FALSE
"EDN1",0.88024591633105,"chr6",12290361,12297194,"Loss",0.892495607289303,0.841605124700831,"Loss","Loss",TRUE,FALSE
"PHACTR1",0.878072135451539,"chr6",12716312,13290446,"Loss",0.890626647968118,0.83846980557845,"Loss","Loss",TRUE,FALSE
"GFOD1",0.876067474373075,"chr6",13357830,13487662,"Loss",0.888865008375146,0.835698550255724,"Loss","Loss",TRUE,FALSE
"CD83",0.874021158111905,"chr6",14117256,14136918,"Loss",0.887079422496187,0.832829778276692,"Loss","Loss",TRUE,FALSE
"GMPR",0.872343524038312,"chr6",16238587,16295549,"Loss",0.885650273309603,0.830368316041646,"Loss","Loss",TRUE,FALSE
"RNF144B",0.870547444014029,"chr6",18387350,18468870,"Loss",0.884052158520904,0.827947768555752,"Loss","Loss",TRUE,FALSE
"ID4",0.868898065466101,"chr6",19837370,19842197,"Loss",0.882579399740328,0.825741255329791,"Loss","Loss",TRUE,FALSE
"SOX4",0.866772501176736,"chr6",21593751,21598619,"Loss",0.880589767626427,0.823186902519488,"Loss","Loss",TRUE,FALSE
"DCDC2",0.864043693469805,"chr6",24171755,24358059,"Loss",0.877990988415874,0.820047929033545,"Loss","Loss",TRUE,FALSE
"GMNN",0.861173830362684,"chr6",24774931,24786099,"Loss",0.875293482733569,0.816634376509202,"Loss","Loss",TRUE,FALSE
"RIPOR2",0.858230491228291,"chr6",24804282,25042170,"Loss",0.87250439457235,0.813204463490333,"Loss","Loss",TRUE,FALSE
"HLA-A",0.855597102078884,"chr6",29941260,29949572,"Loss",0.870034367305115,0.810055760732538,"Loss","Loss",TRUE,FALSE
"TUBB",0.854025327829699,"chr6",30717435,30725538,"Loss",0.868575029213712,0.808129314503519,"Loss","Loss",TRUE,FALSE
"IER3",0.852097007170565,"chr6",30743199,30744548,"Loss",0.866761646052759,0.805838431561559,"Loss","Loss",TRUE,FALSE
"DDR1",0.850275794581392,"chr6",30876421,30900156,"Loss",0.865077016234316,0.803586378194275,"Loss","Loss",TRUE,FALSE
"SFTA2",0.848206446828455,"chr6",30931353,30955636,"Loss",0.863084141964176,0.801275800199363,"Loss","Loss",TRUE,FALSE
"HLA-C",0.846182981771295,"chr6",31268749,31272130,"Loss",0.861145477447184,0.798984837781336,"Loss","Loss",TRUE,FALSE
"HLA-B",0.844940671867098,"chr6",31353872,31367067,"Loss",0.859998602972073,0.79744148350451,"Loss","Loss",TRUE,FALSE
"TNF",0.844833752284146,"chr6",31575565,31578336,"Loss",0.859953316466924,0.797140146697074,"Loss","Loss",TRUE,FALSE
"LTB",0.844772984761843,"chr6",31580525,31582522,"Loss",0.859982583376635,0.79679537186888,"Loss","Loss",TRUE,FALSE
"LST1",0.845282880819245,"chr6",31586124,31588909,"Loss",0.860581554341118,0.797024287374552,"Loss","Loss",TRUE,FALSE
"AIF1",0.846049032377774,"chr6",31615217,31617021,"Loss",0.86142414980856,0.79754930197985,"Loss","Loss",TRUE,FALSE
"HSPA1A",0.847352279979095,"chr6",31815543,31817946,"Loss",0.862834659304311,0.798514199452448,"Loss","Loss",TRUE,FALSE
"HSPA1B",0.848539810965228,"chr6",31827738,31830254,"Loss",0.864059777566661,0.799583164009991,"Loss","Loss",TRUE,FALSE
"SLC44A4",0.849362273072063,"chr6",31863192,31879046,"Loss",0.864893519433038,0.800370044905869,"Loss","Loss",TRUE,FALSE
